Subject,Cond,Exper,Inifile,Date,Time,que1,instrConsc1,conscMPQ1,conscMPQ2,conscMPQ3,conscMPQ4,conscMPQ5,conscMPQ6,conscMPQ7,conscMPQ8,conscMPQ9,conscMPQ10,conscNEO1,conscNEO2,conscNEO3,conscNEO4,conscNEO5,conscNEO6,conscNEO7,conscNEO8,conscNEO9,conscNEO10,conscNEO11,conscNEO12,conscNEO13,conscNEO14,conscNEO15,conscNEO16,tinstrConsc1,tconscMPQ1,tconscMPQ2,tconscMPQ3,tconscMPQ4,tconscMPQ5,tconscMPQ6,tconscMPQ7,tconscMPQ8,tconscMPQ9,tconscMPQ10,tconscNEO1,tconscNEO2,tconscNEO3,tconscNEO4,tconscNEO5,tconscNEO6,tconscNEO7,tconscNEO8,tconscNEO9,tconscNEO10,tconscNEO11,tconscNEO12,tconscNEO13,tconscNEO14,tconscNEO15,tconscNEO16,que2,instConscAdj,conscAdj1,conscAdj2,conscAdj3,conscAdj4,conscAdj5,conscAdj6,conscAdj7,conscAdj8,conscAdj9,conscAdj10,conscAdj11,conscAdj12,tinstConscAdj,tconscAdj1,tconscAdj2,tconscAdj3,tconscAdj4,tconscAdj5,tconscAdj6,tconscAdj7,tconscAdj8,tconscAdj9,tconscAdj10,tconscAdj11,tconscAdj12,que3,que4,ncog1,ncog2,ncog3,ncog4,ncog5,ncog6,ncog7,ncog8,ncog9,ncog10,ncog11,ncog12,ncog13,ncog14,ncog15,ncog16,ncog17,ncog18,tNFCinstr1,tNFCinstr2,tncog1,tncog2,tncog3,tncog4,tncog5,tncog6,tncog7,tncog8,tncog9,tncog10,tncog11,tncog12,tncog13,tncog14,tncog15,tncog16,tncog17,tncog18,que5,persQueInstr,prf_cs1,prf_im1,jpi_comp1,jpi_inno1,spi_cnv1,prf_cs2,prf_im2,jpi_comp2,jpi_inno2,spi_cnv2,prf_cs3,prf_im3,jpi_comp3,jpi_inno3,spi_cnv3,prf_cs4,prf_im4,jpi_comp4,jpi_inno4,spi_cnv4,prf_cs5,prf_im5,jpi_comp5,jpi_inno5,spi_cnv5,prf_cs6,prf_im6,jpi_comp6,jpi_inno6,spi_cnv6,prf_cs7,prf_im7,jpi_comp7,jpi_inno7,spi_cnv7,prf_cs8,prf_im8,jpi_comp8,jpi_inno8,spi_cnv8,prf_cs9,prf_im9,jpi_comp9,jpi_inno9,spi_cnv9,prf_cs10,prf_im10,jpi_comp10,jpi_inno10,spi_cnv10,prf_cs11,prf_im11,jpi_comp11,jpi_inno11,spi_cnv11,prf_cs12,prf_im12,jpi_comp12,jpi_inno12,spi_cnv12,prf_cs13,prf_im13,jpi_comp13,jpi_inno13,spi_cnv13,prf_cs14,prf_im14,jpi_comp14,jpi_inno14,spi_cnv14,prf_cs15,prf_im15,jpi_comp15,jpi_inno15,spi_cnv15,prf_cs16,prf_im16,jpi_comp16,jpi_inno16,jpi_comp17,jpi_inno17,jpi_comp18,jpi_inno18,jpi_comp19,jpi_inno19,jpi_comp20,jpi_inno20,tpersQueInstr,tprf_cs1,tprf_im1,tjpi_comp1,tjpi_inno1,tspi_cnv1,tprf_cs2,tprf_im2,tjpi_comp2,tjpi_inno2,tspi_cnv2,tprf_cs3,tprf_im3,tjpi_comp3,tjpi_inno3,tspi_cnv3,tprf_cs4,tprf_im4,tjpi_comp4,tjpi_inno4,tspi_cnv4,tprf_cs5,tprf_im5,tjpi_comp5,tjpi_inno5,tspi_cnv5,tprf_cs6,tprf_im6,tjpi_comp6,tjpi_inno6,tspi_cnv6,tprf_cs7,tprf_im7,tjpi_comp7,tjpi_inno7,tspi_cnv7,tprf_cs8,tprf_im8,tjpi_comp8,tjpi_inno8,tspi_cnv8,tprf_cs9,tprf_im9,tjpi_comp9,tjpi_inno9,tspi_cnv9,tprf_cs10,tprf_im10,tjpi_comp10,tjpi_inno10,tspi_cnv10,tprf_cs11,tprf_im11,tjpi_comp11,tjpi_inno11,tspi_cnv11,tprf_cs12,tprf_im12,tjpi_comp12,tjpi_inno12,tspi_cnv12,tprf_cs13,tprf_im13,tjpi_comp13,tjpi_inno13,tspi_cnv13,tprf_cs14,tprf_im14,tjpi_comp14,tjpi_inno14,tspi_cnv14,tprf_cs15,tprf_im15,tjpi_comp15,tjpi_inno15,tspi_cnv15,tprf_cs16,tprf_im16,tjpi_comp16,tjpi_inno16,tjpi_comp17,tjpi_inno17,tjpi_comp18,tjpi_inno18,tjpi_comp19,tjpi_inno19,tjpi_comp20,tjpi_inno20,que6,instrPID,PID1_d,PID2_i,PID3_d,PID4_i,PID5_i,PID6_d,PID7_d,PID8_i,PID9_i,PID10_d,PID11_d,PID12_i,PID13_d,PID14_d,PID15_i,PID16_d,PID17_i,PID18_i,tinstrPID,tPID1_d,tPID2_i,tPID3_d,tPID4_i,tPID5_i,tPID6_d,tPID7_d,tPID8_i,tPID9_i,tPID10_d,tPID11_d,tPID12_i,tPID13_d,tPID14_d,tPID15_i,tPID16_d,tPID17_i,tPID18_i,que7,gender,ethn,age,debrWIT,debrAMP1,debrAMP2,debrAMP3,debrAMP4,debrAMP5,race1,race2,race3,race4,race5,race6,tdebrWIT,tdebrAMP1,tdebrAMP2,tdebrAMP3,tdebrAMP4,tdebrAMP5,trace1,trace2,trace3,trace4,trace5,trace6
147,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/5/2012,12:44:10,conscientiousness,ok,1,2,4,4,4,2,3,4,4,4,4,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,6625,3437,3312,3094,4531,4000,4125,4000,3531,4282,2594,2969,3625,2609,1281,2719,2844,3000,3578,1719,3016,1563,2750,1969,2438,1875,2187,conscientiousnessAdjectives,ok,2,2,2,2,3,2,2,2,2,2,2,4,2078,5938,938,1125,3125,1671,1641,1766,1000,2000,1516,2297,2250,intro_slides,NFC,2,4,3,4,4,4,4,4,2,4,4,3,1,3,4,4,4,3,4172,40344,7344,4922,6625,16547,7109,3390,5109,7125,5219,8579,4391,7719,6234,6344,11547,5610,5390,4250,persQuestionnaires,ok,2,3,4,4,4,4,4,3,4,4,1,4,3,4,4,4,4,4,2,4,2,4,4,4,4,2,3,4,2,1,3,3,4,4,4,4,4,4,4,3,4,3,2,3,4,4,4,4,2,3,2,3,4,3,4,4,4,2,3,2,1,2,2,3,2,3,4,4,4,4,3,2,2,3,2,3,4,2,4,4,4,2,2,4,2,4,4,9657,6547,5453,10406,3890,3484,5047,7078,4859,6578,4375,6578,4187,5296,7031,4500,5687,2954,4781,10718,7390,10890,5125,4906,7297,5016,6656,6843,6125,3468,4671,7047,4359,8984,2828,4641,6093,4093,4406,7656,6734,6938,5359,4953,3032,5516,11046,5500,8485,3984,8422,7110,4438,6843,4453,7297,7437,5813,5375,5031,3812,5016,12532,4391,5438,9031,5750,5672,3438,5547,4781,7500,8985,3344,10672,5047,8922,3766,3188,6516,4906,7156,6079,10578,5844,5609,6984,5390,PID,ok,5,4,4,4,2,4,4,4,4,4,4,4,4,4,2,3,4,4,20234,7953,4484,6094,4890,7703,1906,3516,5297,2938,5063,6297,7734,5219,6796,3485,5266,2469,5687,post,1,China,19,ok,1,4,ok,3,ok,3,2,2,2,2,2,82188,12875,8937,38953,10891,44406,11875,4266,4282,5781,4750,2687
3,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,09:36:06,conscientiousness,ok,4,4,3,4,4,2,4,2,4,2,2,4,3,2,2,4,2,5,4,4,4,4,4,4,2,4,18000,4766,4188,2203,1281,1531,3859,1984,2312,3078,1688,1766,3469,2250,2969,1687,2266,3594,2703,2391,1406,2234,1250,1656,1344,5219,1843,conscientiousnessAdjectives,ok,4,2,4,4,4,4,4,2,2,2,4,2,10953,3938,1328,2047,1812,1047,938,1328,1828,1750,1891,2594,2875,intro_slides,NFC,2,2,2,3,2,2,4,2,5,4,4,2,2,3,4,5,4,4,7812,1922,11969,4610,4532,4531,6625,7750,3343,9438,7156,15906,6219,5375,10000,4687,16906,6000,8531,5625,persQuestionnaires,ok,3,2,4,3,5,4,4,2,2,4,2,2,4,3,3,2,4,3,2,4,2,2,3,3,4,1,3,4,2,2,2,2,4,3,4,4,3,2,3,4,2,2,4,2,2,2,4,1,4,4,2,2,4,4,4,4,4,5,3,3,1,2,4,2,4,4,3,3,3,4,4,4,2,2,3,1,4,1,3,4,2,4,4,1,3,3,3,35188,5157,6141,7141,3609,2563,5578,4391,4110,5125,4766,2704,5141,2985,4250,5359,3875,3203,7063,4781,5016,6938,3875,4906,8000,5250,5047,6265,5078,2750,4625,5000,2734,3297,4969,2844,5625,5657,6297,12172,2766,6485,3875,3250,3734,4859,7359,2985,3172,2922,5547,10812,2062,1984,4015,1875,2750,2203,3890,4109,6562,3969,4312,3188,4360,2360,2438,3344,1953,4203,2422,6485,5813,4656,3578,3078,4890,3484,2797,3375,7204,2906,2203,3094,5531,4750,3000,7015,PID,ok,3,4,4,3,2,5,3,4,4,4,4,3,4,4,4,3,3,4,18766,34031,8829,3406,4938,5797,2219,9656,8937,2563,2000,7469,6625,4469,2281,2703,5703,2047,3000,post,1,Czech and English,18,ok,2,3,ok,2,ok,3,2,2,2,2,2,57656,6500,5157,18985,3734,30906,5281,1922,1562,3250,2157,1328
8,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,10:40:26,conscientiousness,ok,5,2,5,5,2,2,4,2,4,2,3,4,5,2,4,4,3,3,4,4,3,4,3,4,2,4,27859,3172,2328,2985,938,2891,2578,1891,2593,2000,2719,1734,2578,3203,4968,3062,3078,2704,2141,1704,2671,1641,3266,1594,2125,2672,3531,conscientiousnessAdjectives,ok,5,2,5,4,2,2,5,2,1,4,4,1,22485,2016,1563,1468,1422,2500,1328,2250,1688,1438,2453,1843,2860,intro_slides,NFC,4,4,2,3,2,2,3,4,3,5,4,2,3,3,3,1,2,4,7156,11015,8312,5594,4282,6360,9938,3000,3469,6984,11359,7640,21125,4297,3141,2625,7844,14265,9266,6235,persQuestionnaires,ok,5,3,5,4,4,5,5,5,4,5,2,3,3,4,3,5,5,3,2,5,4,3,5,4,4,2,5,3,4,2,2,2,5,5,3,4,4,4,5,5,2,3,3,3,2,4,5,2,3,2,1,1,5,2,5,2,5,4,2,5,5,3,2,2,5,4,3,5,4,2,3,2,2,2,3,5,4,2,4,4,3,2,2,3,2,4,4,14375,3031,6875,4000,2453,2797,2328,3718,3250,9093,7375,5375,2391,4468,2422,3078,5453,1468,3250,5343,4422,8218,3984,5391,6391,3704,3641,3328,7063,2734,8250,4781,2141,10360,6985,5297,5563,3235,6094,8390,4844,11782,3985,5015,7609,3578,5812,6141,5047,3235,4906,3844,6625,2235,3094,5672,6235,3422,6922,8469,2813,3188,5172,3359,4360,3875,3422,4234,3656,5516,2766,10344,7734,3593,5891,4453,6594,3157,3296,16875,7563,2625,2047,7282,6344,6953,5250,5766,PID,ok,4,3,5,2,3,5,5,5,4,5,4,5,4,5,3,5,4,3,16297,7844,2750,6250,5125,3969,1578,10391,6328,3953,1594,4578,6579,10578,2016,4797,3172,4985,5110,post,1,Indian - Punjabi,17,ok,2,3,ok,1,ok,3,2,2,2,1,2,91359,12625,9328,21297,2594,46562,6375,1765,2562,3078,2562,2579
11,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,11:33:57,conscientiousness,ok,4,5,4,4,5,4,5,4,2,4,1,2,2,4,1,4,4,2,4,2,2,2,5,4,4,4,31281,6140,1828,3015,1906,1922,2219,2219,3563,2000,2219,2172,2734,2500,2312,2453,2468,3047,3032,1812,3937,4266,2281,1500,2265,1859,2016,conscientiousnessAdjectives,ok,4,4,2,2,4,4,4,2,4,4,2,4,12390,5344,1547,3578,1453,2954,1156,1672,1562,1750,3250,1812,3859,intro_slides,NFC,1,4,4,4,4,1,5,5,4,2,5,5,4,4,4,5,2,2,5188,13860,8734,11297,4563,11672,10563,4937,2468,4312,5860,5360,3469,4204,6062,5515,6578,8594,7735,5188,persQuestionnaires,ok,4,4,4,4,4,1,5,2,4,4,1,4,4,4,2,4,2,4,1,4,4,4,4,4,4,2,1,5,4,1,1,3,4,4,2,4,5,5,4,4,2,2,2,2,2,4,2,5,4,4,4,4,4,2,4,4,2,2,3,2,5,4,4,2,5,2,2,4,4,4,4,4,4,5,5,5,2,1,3,4,2,1,5,4,4,4,4,39203,6625,4750,6172,2532,3453,4453,3735,3750,8453,4094,3344,3218,2969,2328,3109,4781,1921,4984,4110,5047,4203,2735,2984,5265,3375,6812,4375,3922,5093,5844,7344,2797,3828,2250,3422,4703,4328,3203,4813,2610,6344,4921,2766,3172,4610,5313,2578,4812,6265,5828,6906,3312,3672,3391,5563,3985,2719,4203,4203,2875,2859,5015,3609,3250,3344,4188,9672,3469,4937,2782,4360,11578,2625,3625,4016,3344,5281,3547,5531,4610,3547,2734,4234,5312,5125,8000,4219,PID,ok,4,4,2,2,4,4,2,4,5,2,4,4,2,2,2,4,4,4,13531,14593,5625,6250,4797,8281,9282,6266,5078,3516,2094,15578,3062,5015,2031,2437,5125,1610,6172,post,1,White,18,ok,2,2,ok,3,ok,3,2,2,1,1,2,39422,7844,5281,30562,6188,36843,10281,2765,2797,4031,3437,2922
16,5,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,12:26:01,conscientiousness,ok,4,3,4,5,4,2,4,4,4,3,2,4,4,2,4,4,2,3,4,4,2,4,4,3,4,2,3625,3219,2922,2047,2015,1422,2141,1640,1297,1329,2500,1922,2235,1157,2047,1828,2032,1750,1859,1266,1219,1687,1797,1719,2765,1203,3187,conscientiousnessAdjectives,ok,4,2,4,4,3,4,4,2,2,3,4,2,2250,1953,1515,1735,1046,2094,2235,1453,1812,2578,1547,1688,2297,intro_slides,NFC,3,4,3,2,3,2,3,2,4,4,4,3,2,4,4,4,4,4,2672,5000,3000,2296,3500,8407,8985,5063,2453,2625,4390,3671,2297,3656,4782,2922,4938,2657,4485,1906,persQuestionnaires,ok,1,3,4,4,4,3,4,3,2,4,3,4,4,4,4,5,4,3,3,3,4,4,4,4,3,4,4,5,1,3,2,4,4,4,3,2,1,2,4,4,2,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,2,2,3,4,4,4,3,4,4,2,4,4,4,2,3,4,4,2,4,4,4,2,3,4,4,5,2,3,4,4,16375,3843,3672,3156,2875,1468,2812,4266,4641,4031,4875,3703,1781,1453,2172,2500,5859,1328,4843,3172,3938,4531,3984,2359,3078,4640,3797,5297,4969,2437,2719,3484,2375,2172,1828,2531,11234,5875,4078,4797,3578,4015,1937,1797,2546,3406,3234,3328,1859,3672,3812,3687,3422,1625,1531,2485,3938,1421,4625,2515,3484,2609,5891,1531,2734,2922,7046,3062,1750,4625,1313,4844,4515,2078,2406,2797,3656,2062,1641,7125,3672,4907,2375,3078,10078,2828,3516,3093,PID,ok,4,4,4,4,3,3,4,3,4,5,4,4,4,3,3,4,4,4,7000,3281,2860,2625,3375,3453,1891,2797,2953,2750,1750,2656,1594,2297,1938,1688,1453,1734,2141,post,1,Chinese,17,ok,2,4,ok,2,ok,3,2,2,1,2,2,12875,6313,3938,8032,3296,7109,5266,1500,1844,3782,2813,1360
23,3,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/20/2012,11:34:08,conscientiousness,ok,4,3,4,4,4,4,3,3,3,3,2,2,3,2,2,3,2,3,4,4,4,3,3,3,3,4,5125,9593,6094,4438,1422,1766,1625,5609,3281,1562,2562,2687,3250,1625,1766,1531,2907,2000,1969,1047,1125,1547,2796,1797,2234,1609,5968,conscientiousnessAdjectives,ok,3,2,3,3,4,4,3,4,3,2,3,2,3906,17187,2516,2922,1422,3922,953,1609,1218,1797,2515,1719,5281,intro_slides,NFC,3,3,4,2,2,3,4,2,4,5,4,4,2,4,3,4,4,2,6828,4797,10110,8750,4016,5703,3953,3406,2422,5032,5485,7032,3719,6359,3031,3094,6188,12516,8266,5750,persQuestionnaires,ok,2,3,5,3,4,2,4,3,2,3,2,4,5,3,2,3,3,3,5,3,3,2,4,3,5,1,1,5,2,2,5,3,3,3,4,4,2,3,2,4,2,3,2,3,2,2,1,1,3,5,3,3,4,2,4,4,3,4,2,1,4,2,4,3,4,4,2,4,3,3,3,4,5,4,3,4,3,1,2,4,3,2,2,3,4,4,2,34828,7687,4703,5359,3406,4922,4375,5375,2953,3984,4047,4031,2718,4406,1906,4406,5250,2140,3672,7219,4313,7110,5110,2594,3813,5703,4172,3672,5485,2438,8797,9329,3438,3219,2547,2860,4297,4203,13907,6500,3562,5468,5031,3484,2500,3344,5359,3250,3813,2344,5234,3031,2375,2516,2313,4735,3688,4750,3297,3422,3578,12485,4188,3141,4703,3375,4812,3062,2750,4360,2828,5531,5234,9734,3110,4000,3015,5469,2360,2969,2969,11656,2469,3593,7891,3000,4562,5234,PID,ok,3,4,4,4,1,4,2,2,4,3,5,4,3,3,3,2,4,4,15547,7203,5750,4281,4438,6000,2844,4750,4484,4656,4985,9360,4094,7609,2703,2313,3844,1954,2313,post,2,caucasian,18,ok,2,3,ok,2,ok,3,2,2,2,2,2,63219,8453,10954,20344,12781,18781,8140,2844,2250,2672,4859,1953
26,3,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/20/2012,12:28:11,conscientiousness,ok,4,3,4,4,4,4,3,4,3,3,2,2,2,4,2,5,2,4,3,3,4,1,2,4,4,4,14172,2687,4187,1859,906,1281,1344,2219,1218,5437,1219,1594,2015,3828,1422,1421,2078,2078,1812,1453,1766,1172,2891,2766,2750,1672,2172,conscientiousnessAdjectives,ok,4,2,4,3,2,4,4,2,2,3,4,2,5078,7969,1515,1968,2125,2422,1328,1641,1235,1344,1375,2469,1531,intro_slides,NFC,3,2,2,2,3,4,3,4,4,4,2,1,3,5,4,1,3,4,4016,3703,4047,7421,2953,8687,13359,4484,2187,4234,4922,3000,4547,5843,5547,2219,9578,5860,4594,2672,persQuestionnaires,ok,2,4,1,4,5,4,4,3,5,5,3,5,4,5,4,5,5,4,2,3,5,5,4,4,2,1,4,3,2,2,1,3,4,3,4,1,3,4,4,3,3,5,3,3,4,3,3,4,3,3,2,3,3,3,2,4,3,4,3,2,2,4,4,4,4,2,1,3,2,4,5,4,2,2,4,4,3,2,2,3,3,4,4,3,4,3,3,11156,5204,4094,4360,3875,2187,3094,3797,3094,5078,2172,4438,2375,2485,2594,2578,6172,1968,3016,3547,3812,5062,2219,5781,3062,5109,4218,4516,5610,2375,3844,4031,2515,1906,3250,2750,6250,2813,4625,3016,2578,9203,2328,3110,1985,2969,11703,2140,3828,2140,3656,4687,3500,3500,1344,5172,3672,2109,3906,2203,2000,5437,5359,1922,1921,4016,2953,2765,3609,4015,7360,3750,3531,2234,3000,3687,4406,6796,2562,3031,3547,3563,1687,3375,2750,2672,4906,3953,PID,ok,3,2,4,2,3,4,4,3,3,4,4,4,4,3,3,4,3,4,18563,4625,3375,2266,6094,2859,3969,2266,4828,2641,1312,5141,4235,3390,1734,1422,3688,2094,2828,post,1,Asian,18,ok,1,2,ok,1,ok,3,2,2,2,2,2,31203,4766,4875,68593,7203,6547,3516,1328,1203,8391,3469,1453
33,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,09:39:12,conscientiousness,ok,5,3,4,4,4,4,4,2,2,2,2,3,3,2,4,2,2,2,4,4,4,4,2,4,2,4,26766,3500,3734,4782,1437,2469,1578,1328,1875,5141,1922,3110,4422,2078,3828,2625,2110,3547,2766,1422,2047,1407,2641,1375,2219,1109,5344,conscientiousnessAdjectives,ok,5,1,5,3,3,3,5,2,2,1,4,2,20531,3547,1328,1469,3141,250,2360,1703,1203,1063,3282,2782,5719,intro_slides,NFC,3,4,4,4,2,1,4,5,4,3,2,4,4,2,3,2,2,4,7735,15781,9078,9250,5094,9625,9391,7734,3922,5141,8078,12031,15953,9250,5093,6625,11734,12781,18141,10328,persQuestionnaires,ok,2,4,5,4,3,3,4,5,4,5,2,4,5,3,3,4,4,4,5,3,4,4,4,3,4,1,3,5,1,3,5,3,4,3,4,4,3,1,4,4,4,2,4,1,3,4,4,2,5,4,1,3,4,2,4,5,4,4,1,4,2,4,4,2,3,4,5,4,4,4,4,5,3,2,4,3,3,1,2,4,2,4,5,4,2,4,4,37015,6172,7047,6047,4359,7516,9140,9344,4203,6438,4047,5328,2938,3797,3906,4093,7797,2688,9218,5328,5953,10485,3609,8656,5907,4844,7656,8125,6140,8328,6156,4985,4343,6969,6063,3812,7641,5750,6047,6016,3250,10750,3953,5906,5734,5203,7593,5359,5625,5031,5422,5562,4390,6188,5171,10344,6360,13813,2812,4265,5063,11593,5313,2688,4250,7094,6109,3421,14000,6391,3500,4687,5250,4437,3562,3281,4734,4453,4203,5359,6532,3156,3265,4672,4172,3796,6813,7563,PID,ok,4,5,4,2,3,3,5,4,4,4,5,4,3,4,2,3,3,4,24719,15016,4031,5344,9375,5531,3156,7531,5406,4640,3047,7032,4937,7703,4500,6062,4593,4578,3906,post,1,Canadian,18,ok,2,1,ok,1,ok,3,2,2,1,2,2,33843,7469,4891,49375,7297,8922,7844,2547,2063,4531,5235,1703
37,3,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,10:42:13,conscientiousness,ok,1,4,3,1,3,4,4,3,3,4,3,3,3,4,3,3,4,4,2,1,4,2,5,3,5,3,54016,8235,5687,4594,2454,3313,3907,4625,3156,1906,4078,5078,4297,4172,4157,5797,2344,4171,2735,2282,1500,1875,3125,1640,2500,2125,3875,conscientiousnessAdjectives,ok,1,1,3,3,4,2,4,2,3,3,4,2,7672,3844,3390,2203,2015,3359,3344,2750,1937,2109,1125,3531,4047,intro_slides,NFC,3,4,2,3,1,3,4,4,2,4,4,1,3,3,4,1,2,3,6829,7437,11875,15016,6516,6188,11563,8578,6781,7125,10422,9281,5531,6391,6656,6782,32000,9390,9938,7969,persQuestionnaires,ok,1,4,3,5,5,5,5,3,3,4,2,3,4,5,3,4,3,4,3,2,2,1,2,3,4,3,3,4,3,2,5,3,4,4,3,4,2,3,4,3,3,1,3,5,3,5,3,4,2,2,2,3,3,4,3,4,5,3,2,1,1,3,3,3,4,4,4,5,4,2,3,4,2,2,3,4,5,2,3,5,4,3,2,3,4,4,3,41828,5359,7094,9594,5641,5344,6328,5297,3344,12579,6109,6922,4156,7844,3797,3890,12594,2172,8110,7046,6984,14313,6781,7437,11219,6328,5687,6687,7000,8812,5797,7313,3266,6250,3078,4156,15344,7062,4641,21391,4329,16438,5844,4531,4968,3032,10344,5703,8703,5640,10359,17562,4141,5844,6937,39610,8625,4984,8703,6109,6828,8156,20922,5422,8297,4140,4094,5828,4109,5312,4344,7672,11250,5968,5328,4625,5547,4563,4125,5578,8343,8578,3172,12188,4407,6235,14594,8969,PID,ok,5,4,5,2,3,5,3,2,3,4,4,4,4,5,3,5,3,4,31375,6375,5453,4812,12157,6500,1875,7391,6844,6843,5812,6093,4204,5735,1609,1687,6359,4125,5406,post,2,China,20,ok,1,3,ok,3,ok,3,2,2,2,2,1,84844,15125,9922,59312,11843,17032,11047,3860,3781,6266,4250,5641
39,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,11:31:17,conscientiousness,ok,5,1,4,4,2,2,4,2,4,2,5,2,5,1,5,1,4,2,4,3,2,3,1,4,1,2,18406,3343,2063,4047,984,2468,1797,3937,2281,1609,1703,1734,2734,1453,1562,1562,1532,2657,2219,2890,1687,1453,2500,2094,3453,1891,7093,conscientiousnessAdjectives,ok,4,2,5,4,1,1,4,1,1,3,4,2,13969,3563,1406,1359,1203,1625,1391,1469,1281,922,2531,1266,1375,intro_slides,NFC,3,3,3,2,2,2,2,2,4,5,4,1,4,4,3,3,2,3,5688,9593,4828,3750,3375,4641,2469,4297,3531,2875,2922,5093,6438,3781,7719,3125,3656,22984,6969,6094,persQuestionnaires,ok,2,2,4,3,5,4,4,3,2,3,3,2,4,5,5,4,4,4,3,3,3,2,4,3,2,4,4,5,3,2,2,4,3,3,3,4,3,4,3,4,2,2,3,3,3,4,4,3,3,3,2,3,4,3,4,3,5,4,2,3,3,2,3,2,4,4,4,4,4,3,3,2,2,3,2,4,5,3,2,3,4,4,4,4,5,3,3,32984,5375,10719,6250,3937,2797,2125,1906,2579,6921,2734,3016,3078,3735,3454,2156,11672,1485,1375,3172,4156,5172,2860,4547,2641,3094,4328,3063,3485,2453,6484,3719,4266,2985,2579,2328,4328,3250,3000,3171,3344,8875,2156,3047,2110,2032,9703,3531,2625,1735,2891,3860,3407,2547,2391,3516,2593,2141,4641,10125,2797,2735,3219,3313,2329,2031,12188,5500,2390,2219,2766,8875,4234,2922,2547,2343,2250,5203,2500,2281,12719,1937,1984,3328,2843,4750,2844,4516,PID,ok,3,4,2,1,5,1,2,3,4,3,3,3,4,4,5,2,4,4,8532,10484,2359,2437,1140,859,3141,1328,2391,984,1609,4140,1937,703,187,1313,6516,11250,7641,post,2,Chinese,18,ok,2,4,ok,3,ok,3,2,2,1,1,1,39187,5313,4360,8719,4547,11937,8297,7359,1828,2610,3563,3907
44,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,12:35:28,conscientiousness,ok,4,1,3,5,1,1,4,1,4,1,5,4,5,2,4,2,1,3,4,2,1,5,1,4,1,4,29422,4313,3000,4187,2937,5359,3531,2812,4078,2657,2141,2500,4672,2094,4156,3906,2391,6125,2766,2531,2422,1422,2297,1391,2109,1172,2734,conscientiousnessAdjectives,ok,5,1,5,5,1,3,3,1,1,3,4,1,19656,2047,1094,922,1140,1406,1937,1328,1422,766,3125,1953,3125,intro_slides,NFC,4,3,4,2,2,3,3,2,3,4,2,2,2,2,4,3,1,4,14750,7547,3953,4047,7312,5469,6812,4844,8188,3984,6344,4985,5954,5969,3437,4047,11578,5297,10219,5360,persQuestionnaires,ok,1,2,3,3,5,2,5,2,4,3,1,2,4,3,2,4,5,3,2,2,1,5,4,4,4,2,4,4,2,1,2,1,4,3,3,4,2,2,3,3,2,1,3,3,3,2,3,2,4,4,2,1,3,3,4,4,4,3,2,3,3,2,3,3,4,4,4,5,3,4,3,2,4,4,4,4,4,2,3,3,3,4,4,4,2,4,3,28781,7828,5438,5343,5578,3891,4000,4859,7296,7125,6656,3891,2453,5032,2937,4218,6109,2703,3219,4969,4625,5703,7141,9922,4328,3359,4547,8406,5141,2687,5656,4875,3141,4656,2343,3641,6063,3375,5203,5687,5188,11000,6953,3672,3422,3547,4563,4125,6609,4797,4672,4969,2657,3657,3156,7234,6187,1860,4078,2906,3203,5250,4968,3109,3703,2828,3844,4719,5562,6969,3063,6922,8688,6656,4172,3000,5688,3000,3109,3046,6156,3296,3453,3312,4734,4312,8594,4219,PID,ok,5,4,4,2,3,4,4,3,3,2,4,4,4,4,3,4,3,2,14000,4188,3203,5032,5031,4469,3344,4360,7688,4375,3203,4953,5265,3875,1469,3829,5828,2281,7750,post,2,Middle Eastern,18,ok,2,4,ok,2,ok,3,2,2,1,2,2,98531,9531,6844,75359,6844,35719,5109,2437,2437,2297,2235,4985
